,post_number,subject,username,date
50490,50491,"I think quiet is the goal, too many",boiler99,2017-06-27
50491,50492,I agree but would like to see more communication.,Gman3343,2017-06-27
50492,50493,"Me too, don't disagree with you there.",boiler99,2017-06-27
50493,50494,The criminal Craig Huffman is named here.....,SmallCapsMarket,2017-06-28
50494,50495,Is Craig Huffman the attorney for SFRX ?,Raider21,2017-06-28
50495,50496,Yep......,SmallCapsMarket,2017-06-28
50496,50497,Craig Huffman is ONE of the attorneys used,jrf30,2017-06-28
50497,50498,Thank you.,Raider21,2017-06-28
50498,50499,<DELETED>,<DELETED>,2017-06-28
50499,50500,Ihub has addressed this conflict REPEATEDLY........,SmallCapsMarket,2017-06-28
50500,50501,So one of our attorneys is being sued...and,lindy1401,2017-06-28
50501,50502,ON A POSITIVE NOTE,Suszko,2017-06-28
50502,50503,"No, it isn't shocking. It may be........",SmallCapsMarket,2017-06-28
50503,50504,You are the only one who is interested,sunshiner,2017-06-28
50504,50505,I know who Dr. Baer is but how,Raider21,2017-06-28
50505,50506,Amen!! for the 100th time!! 99% of us,trueblue,2017-06-28
50506,50507,"BTW, yet another admiralty claim issued in less......",SmallCapsMarket,2017-06-28
50507,50508,"You are correct, why would they need a",trueblue,2017-06-28
50508,50509,I don't care,Southern Gal,2017-06-29
50509,50510,Okay. I'll handle docket updates........,SmallCapsMarket,2017-06-29
50510,50511,One of the SFRX stockholders took the time,Raider21,2017-06-29
50511,50512,let me take a wild guess.....they are on,MorningLightMountain,2017-06-29
50512,50513,I believe Sinclair is unavailable as he is,crude-dude,2017-06-29
50513,50514,<DELETED>,<DELETED>,2017-06-29
50514,50515,Quote:  I believe Sinclair is unavailable as,Raider21,2017-06-29
50515,50516,we always have hope though.  Always have,jrf30,2017-06-29
50516,50517,The project is much bigger than the TV,crude-dude,2017-06-29
50517,50518,"Quote:  Regardless, Sinclair is always busy with",Raider21,2017-06-30
50518,50519,Quote: I too know Jim and he's quite free...,crude-dude,2017-07-01
50519,50520,Resident experts that even know the Archaelogist's daily,Suszko,2017-07-02
50520,50521,Quote:   Resident experts that even know,Raider21,2017-07-02
50521,50522,I would say its time for show and,Raider21,2017-07-03
50522,50523,Doesn't get much better than this. Should be,Raider21,2017-07-05
50523,50524,"Quiet before the storm, longer the quiet bigger",boiler99,2017-07-06
50524,50525,EnjoyI no longer have interest in that aspect,Southern Gal,2017-07-06
50525,50526,More news from FaceBook:,Jagwire,2017-07-06
50526,50527,yes there is ....,jrf30,2017-07-06
50527,50528,"Yet the price declines with all this.......""alleged""",SmallCapsMarket,2017-07-06
50528,50529,<DELETED>,<DELETED>,2017-07-06
50529,50530,"Quote:  Shareholders, please welcome Erek Sanchez",Raider21,2017-07-07
50530,50531,"Aha...what you said and I quote ""hired to",Jagwire,2017-07-07
50531,50532,I guess there's one little problem with that,Raider21,2017-07-07
50532,50533,"I agree...that is the mystery, isn't it? It's",Jagwire,2017-07-07
50533,50534,"Well, that can change and probably reason why",Raider21,2017-07-07
50534,50535,"Hey Raider21, not in right now, but it's",Jagwire,2017-07-07
50535,50536,"In any case, good luck.",Raider21,2017-07-07
50536,50537,Right back at ya! ,Jagwire,2017-07-07
50537,50538,"Even if there were treasure, it's Florida's........",SmallCapsMarket,2017-07-07
50538,50539,I see no problem getting the permit once,jrf30,2017-07-07
50539,50540,Quote:   apply for a recovery permit,Raider21,2017-07-08
50540,50541,BAR is having issues with Seafarer not reporting......,SmallCapsMarket,2017-07-08
50541,50542,Not for Melbourne. Plus their reports are lacking......,SmallCapsMarket,2017-07-08
50542,50543,<DELETED>,<DELETED>,2017-07-08
50543,50544,"That data is not doom and gloom, but",Suszko,2017-07-09
50544,50545,What data? The last report by Sinclair was.......,SmallCapsMarket,2017-07-09
50545,50546,A requirement that dictates the absolute necessity to,Raider21,2017-07-09
50546,50547,Sinclair didn't support Kyle's claims.....,SmallCapsMarket,2017-07-09
50547,50548,"Quote: Didn't Kyle make the claim ""the ship""",Raider21,2017-07-09
50548,50549,I listened to the promo again. 7-8ft deep according.....,SmallCapsMarket,2017-07-09
50549,50550,Seven or eight feet is more like it.,Raider21,2017-07-09
50550,50551,Perhaps you should invest in this company and,sunshiner,2017-07-10
50551,50552,"Can you please provide your ""expert"" credentials on",sunshiner,2017-07-10
50552,50553,"Sure, I can read a review. Are you......",SmallCapsMarket,2017-07-10
50553,50554,<DELETED>,<DELETED>,2017-07-10
50554,50555,Like you are the definitive last word on,sunshiner,2017-07-10
50555,50556,<DELETED>,<DELETED>,2017-07-10
50556,50557,<DELETED>,<DELETED>,2017-07-10
50557,50558,Ms Price was wrong when she stated in.....,SmallCapsMarket,2017-07-10
50558,50559,<DELETED>,<DELETED>,2017-07-10
50559,50560,New FaceBook message:,Jagwire,2017-07-11
50560,50561,<DELETED>,<DELETED>,2017-07-11
50561,50562,<DELETED>,<DELETED>,2017-07-11
50562,50563,<DELETED>,<DELETED>,2017-07-11
50563,50564,<DELETED>,<DELETED>,2017-07-11
50564,50565,"Again I ask, was Ms Price wrong? Either......",SmallCapsMarket,2017-07-11
50565,50566,<DELETED>,<DELETED>,2017-07-11
50566,50567,"Wtf is going on, stock is just going",Gman3343,2017-07-11
50567,50568,"Lack of news,  lack of success in",jrf30,2017-07-11
50568,50569,"If you're ""on the wreck,"" why mag? They magged.....",SmallCapsMarket,2017-07-11
50569,50570,"Same answer.  Ask kyle, not investors on",jrf30,2017-07-11
50570,50571,Seriously? You think KK would respond to me........,SmallCapsMarket,2017-07-11
50571,50572,<DELETED>,<DELETED>,2017-07-11
50572,50573,I've been looking to hear from Kyle since........,SmallCapsMarket,2017-07-11
50573,50574,<DELETED>,<DELETED>,2017-07-11
50574,50575,I am wondering how we went from 1.8,Gman3343,2017-07-12
50575,50576,"Upkeep on the boats, equipment, wages, You do",trueblue,2017-07-12
50576,50577,Im not going anywhere either but would like,Gman3343,2017-07-12
50577,50578,<DELETED>,<DELETED>,2017-07-12
50578,50579,"Lawsuits, France, a magnometer after announcing........",SmallCapsMarket,2017-07-12
50579,50580,"Keep it up, when it hits, I plan",Suszko,2017-07-14
50580,50581,Glad to help. Have a great weekend......,SmallCapsMarket,2017-07-14
50581,50582,Any investors been out to observe operations lately?,HOT SPURS,2017-07-16
50582,50583,Does Seafarers have an admirality claim for Juno......,SmallCapsMarket,2017-07-16
50583,50584,"""Kyle said they don't but the Palm Beach",HOT SPURS,2017-07-16
50584,50585,Admirality claim = operations. Got it?....,SmallCapsMarket,2017-07-16
50585,50586,Ok then. I'm not doing the run around,HOT SPURS,2017-07-16
50586,50587,"What does my love, or lack thereof.......",SmallCapsMarket,2017-07-16
50587,50588,Bottom line is if SFRX finds treasure the,HOT SPURS,2017-07-16
50588,50589,"""Does Seafarers have an admirality claim for Juno..""",jrf30,2017-07-16
50589,50590,I understand the most important part of investing is.......,SmallCapsMarket,2017-07-16
50590,50591,So it was obtained since the recent stock promotion.......,SmallCapsMarket,2017-07-16
50591,50592,Actually it's been a great trader with a,HOT SPURS,2017-07-16
50592,50593,<DELETED>,<DELETED>,2017-07-16
50593,50594,<DELETED>,<DELETED>,2017-07-16
50594,50595,<DELETED>,<DELETED>,2017-07-16
50595,50596,Marine forecast looks great. Summers half way gone,Raider21,2017-07-17
50596,50597,I have often made money on this stock,Renard,2017-07-17
50597,50598,"as usual, I assume they are ""on the",MorningLightMountain,2017-07-17
50598,50599,Quote: .as if it were a spectator sport,Raider21,2017-07-17
50599,50600,"I like the volume, lets see buying volume.",Gman3343,2017-07-17
50600,50601,Can you translate this from the 10K?......,SmallCapsMarket,2017-07-17
50601,50602,<DELETED>,<DELETED>,2017-07-17
50602,50603,Trading looks good today!,sunshiner,2017-07-18
50603,50604,Except for that Fat Finger .0024@10k,lindy1401,2017-07-18
50604,50605,I liked that.  lol.  Wish it,jrf30,2017-07-18
50605,50606,WTF is going on in here.,Gman3343,2017-07-19
50606,50607,That's what I was wondering.,sunshiner,2017-07-19
50607,50608,Nothing.  It has been trading 14 at,jrf30,2017-07-19
50608,50609,You're right on all accountsEspecially your first comment,mbumpt,2017-07-19
50609,50610,"Obviously, there are lots of shares hitting the market.",sctts,2017-07-19
50610,50611,Now that's a true statement!!! ;)))My friend,mbumpt,2017-07-19
50611,50612,No  t-trade today?  I would have,jrf30,2017-07-19
50612,50613,Quote:  I suspect Big Things for Big,Raider21,2017-07-20
50613,50614,Gobbling up more shares at these amazing prices.,Renard,2017-07-20
50614,50615,Do you know for a fact they haven't,sunshiner,2017-07-20
50615,50616,Some divers talk. Rumors circulate. If this company,Raider21,2017-07-20
50616,50617,You realize Florida statutes REQUIRE disclosure within.........,SmallCapsMarket,2017-07-20
50617,50618,There isnt much going on or the stock,Gman3343,2017-07-20
50618,50619,"""Maybe I will call Kyle next week but",jrf30,2017-07-20
50619,50620,Let us know what if you speak to,sunshiner,2017-07-21
50620,50621,He should have plenty to say to his,mbumpt,2017-07-21
50621,50622,They could have moved to plain B if,kentcrek,2017-07-21
50622,50623,"I would ""axe"" about Area 2's permit. It expires.......",SmallCapsMarket,2017-07-23
50623,50624,Great sea conditions for diving and recovering treasure.,Raider21,2017-07-24
50624,50625,"They have been diving, I will talk to",Gman3343,2017-07-24
50625,50626,Awesome news.  Thanks!,sunshiner,2017-07-24
50626,50627,<DELETED>,<DELETED>,2017-07-24
50627,50628,<DELETED>,<DELETED>,2017-07-24
50628,50629,Anyone know if the renewal is ready to go........,SmallCapsMarket,2017-07-25
50629,50630,"Gman, please let us know when you talk",sunshiner,2017-07-25
50630,50631,I called him yesterday didnt get call back,Gman3343,2017-07-25
50631,50632,Jrf30 I will talk to him sometime this week.,Gman3343,2017-07-25
50632,50633,Gobbling up a lot of new shares at,Renard,2017-07-26
50633,50634,<DELETED>,<DELETED>,2017-07-26
50634,50635,Huge buying spree today as interest grows in,Renard,2017-07-26
50635,50636,Quote:   Huge buying spree today as,Raider21,2017-07-26
50636,50637,<DELETED>,<DELETED>,2017-07-26
50637,50638,"Well, you did it again.  You said",jrf30,2017-07-26
50638,50639,Did Asher dump today?........,SmallCapsMarket,2017-07-26
50639,50640,Have they renewed Area 2 or does it expire......,SmallCapsMarket,2017-07-27
50640,50641,I will sell off about half and make,Renard,2017-07-27
50641,50642,Why no volume today?,eddyimano,2017-07-27
50642,50643,Maybe we need flame resistant suits as we,trueblue,2017-07-27
50643,50644,"Brief Update, I talked to Kyle last night",Gman3343,2017-07-28
50644,50645,Thanks for sharing,boiler99,2017-07-28
50645,50646,"Thanks, appreciate the heads up!I owe you a",trueblue,2017-07-28
50646,50647,Quote:  They have 8 divers in the,Raider21,2017-07-28
50647,50648,Got plenty...time for price to drift up now....:>),Renard,2017-07-28
50648,50649,"Not sure what is more expensive, maintenance work",Anvil,2017-07-28
50649,50650,"""This $800k of non-dilutive capital must be through",jrf30,2017-07-28
50650,50651,Selling options to various rights based on potential value.,boiler99,2017-07-28
50651,50652,It doesn't take eight divers in the water,sctts,2017-07-28
50652,50653,Less interested in the security instrument and more,Anvil,2017-07-28
50653,50654,<DELETED>,<DELETED>,2017-07-28
50654,50655,Quote:  Think Mel Fisher funding ideas .... ,Raider21,2017-07-28
50655,50656,"""sadly, the difference is that Mel Fisher had",jrf30,2017-07-28
50656,50657,Did anyone think maybe shifts of two at,kentcrek,2017-07-28
50657,50658,spread out over a few different targets. ,jrf30,2017-07-28
50658,50659,"I don't know,",sctts,2017-07-28
50659,50660,"Quote:  ""sadly, the difference is that Mel",Raider21,2017-07-29
50660,50661,Per the last filing that deal was done.........,SmallCapsMarket,2017-07-29
50661,50662,Sinclair's reports don't validate Kyle's claims about......,SmallCapsMarket,2017-07-29
50662,50663,"It is important to reiterate, SFRX shareholders have",Suszko,2017-07-29
50663,50664,"Wouldn't call it a scam,",sctts,2017-07-29
50664,50665,"SFRX shareholders have lost nothing if they haven't sold,",SmallCapsMarket,2017-07-30
50665,50666,Exactly!,sunshiner,2017-07-31
50666,50667,"Well, if it's up to you then, no",sunshiner,2017-07-31
50667,50668,FYI...today is the anniversary of when the 1715,sunshiner,2017-07-31
50668,50669,I would never imply one should give up,Raider21,2017-07-31
50669,50670,<DELETED>,<DELETED>,2017-07-31
50670,50671,I believe it all comes down to results.,Raider21,2017-07-31
50671,50672,"But clearly, not too many divers, as that",sunshiner,2017-07-31
50672,50673,I've been on shipwreck remote sensing surveys. I've,Raider21,2017-07-31
50673,50674,No one ever said they were all in,sunshiner,2017-07-31
50674,50675,<DELETED>,<DELETED>,2017-07-31
50675,50676,<DELETED>,<DELETED>,2017-07-31
50676,50677,Give them credit for not giving up?.........Sinclair's,SmallCapsMarket,2017-07-31
50677,50678,<DELETED>,<DELETED>,2017-07-31
50678,50679,"Love the volume, just need it going the",Gman3343,2017-08-01
50679,50680,"Until good news comes, prob won't change anytime soon.",sunshiner,2017-08-01
50680,50681,Freaking blood bath in hear.,Gman3343,2017-08-01
50681,50682,I am still holding some but not anywhere,lindy1401,2017-08-01
50682,50683,"Kyle said this was the year, did he not?.........",SmallCapsMarket,2017-08-01
50683,50684,This is an ugly a__ mess. I hold,Gman3343,2017-08-01
50684,50685,"Seafarers requested, but were DENIED renewal of........",SmallCapsMarket,2017-08-02
50685,50686,Tim Parsons told Kyle Juno can't be issued per......,SmallCapsMarket,2017-08-02
50686,50687,Is a correction needed by SFRX based on Parsons.....,SmallCapsMarket,2017-08-02
50687,50688,At least the Melbourne flotsam area (my opinion),Raider21,2017-08-03
50688,50689,"GMan/JRF, Have either of you heard if they",sunshiner,2017-08-03
50689,50690,It is very still on the other side!,kentcrek,2017-08-03
50690,50691,They've found a buckle they recovered without.....,SmallCapsMarket,2017-08-03
50691,50692,Sea conditions certainly doable for diving.,Raider21,2017-08-03
50692,50693,Glad to hear it!  Hoping they will,sunshiner,2017-08-03
50693,50694,QUOTE:  Glad to hear it! Hoping they,Raider21,2017-08-03
50694,50695,They need the Iron Maiden in the water,Gman3343,2017-08-03
50695,50696,"They had a ""down season time this winter.",Raider21,2017-08-03
50696,50697,All of the above,sunshiner,2017-08-03
50697,50698,Probably money...boats are expensive.,sunshiner,2017-08-03
50698,50699,Actually SFRX stated they already had $800K funding.....,SmallCapsMarket,2017-08-03
50699,50700,I've been around commercial type boats most of my,Raider21,2017-08-03
50700,50701,"JMO, these alleged $800k funders want nothing to",Anvil,2017-08-03
50701,50702,Do you think the $800K mentioned as being......,SmallCapsMarket,2017-08-03
50702,50703,"As I said, they might not have had",sunshiner,2017-08-04
50703,50704,"Stock is bleeding out, no updates or anything",Gman3343,2017-08-04
50704,50705,There were updates. Area 2 expired because.....,SmallCapsMarket,2017-08-05
50705,50706,I wonder if they got the mag completed...........From,SmallCapsMarket,2017-08-06
50706,50707,"JRF30, do you know if they are diving today?",sunshiner,2017-08-07
50707,50708,"Their diving alot, from my understanding they are",Gman3343,2017-08-07
50708,50709,"Thanks, GMan.",sunshiner,2017-08-07
50709,50710,"Smallcaps, I am getting frustrated by their lack",Gman3343,2017-08-07
50710,50711,I send periodic request to Mary. She has.......,SmallCapsMarket,2017-08-07
50711,50712,Quote:  Per the reports a very high,Raider21,2017-08-07
50712,50713,The same reason for the focus on Area,Suszko,2017-08-08
50713,50714,One can read the latest report and clearly......,SmallCapsMarket,2017-08-08
50714,50715,"The response speaks volumes, literally.  I like",Suszko,2017-08-08
50715,50716,Everyone can read it for themselves. Just think......,SmallCapsMarket,2017-08-08
